,Date,CustomerID,typeM,Series,Value
571,2022-07-01,83572,Pulse1,P1,821
572,2022-07-01,83573,Pulse1,P1,820
573,2022-07-01,83574,Pulse1_Total,T1,506
574,2022-07-01,83575,Pulse1_Total,T1,216
575,2022-07-01,83576,Pulse1_Total,T1,529
576,2022-07-01,83577,Pulse1,P1,205
577,2022-07-01,83578,Pulse1,P1,840
578,2022-07-01,83579,Pulse1,P1,677
579,2022-07-01,83580,Switch2,SW2,858
580,2022-07-01,83581,Pulse1_Total,T1,471
581,2022-07-01,83582,Switch2,SW2,738
582,2022-07-01,83583,Pulse1_Total,T1,496
583,2022-07-01,83584,Pulse1,P1,930
584,2022-07-01,83585,Pulse1_Total,T1,543
585,2022-07-01,83586,Pulse1,P1,599
586,2022-07-01,83587,Pulse1_Total,T1,198
587,2022-07-01,83588,Pulse1,P1,152
588,2022-07-01,83589,Pulse1_Total,T1,695
589,2022-07-01,83590,Pulse1,P1,713
590,2022-07-01,83591,Pulse1_Total,T1,909
591,2022-07-01,83592,Pulse1,P1,567
592,2022-07-01,83593,Pulse1_Total,T1,716
593,2022-07-01,83594,Pulse1,P1,610
594,2022-07-01,83595,Pulse1_Total,T1,502
595,2022-07-01,83596,Pulse1,P1,724
596,2022-07-01,83597,Pulse1,P1,296
597,2022-07-01,83598,Pulse1_Total,T1,198
598,2022-07-01,83599,Pulse1_Total,T1,848
599,2022-07-01,83600,Pulse1,P1,114
600,2022-07-01,83601,Pulse1_Total,T1,207
601,2022-07-01,83602,Pulse1,P1,891
602,2022-07-01,83603,Pulse1_Total,T1,160
603,2022-07-01,83604,Pulse1,P1,845
604,2022-07-01,83605,Pulse1_Total,T1,574
605,2022-07-01,83606,Pulse1,P1,229
606,2022-07-01,83607,Pulse1_Total,T1,931
607,2022-07-01,83608,Pulse1,P1,165
608,2022-07-01,83609,Pulse1_Total,T1,262
609,2022-07-01,83610,Pulse1,P1,942
610,2022-07-01,83611,Pulse1_Total,T1,455
611,2022-07-01,83612,Pulse1,P1,375
612,2022-07-01,83613,Pulse1_Total,T1,394
613,2022-07-01,83614,Pulse1,P1,946
614,2022-07-01,83615,Switch2,SW2,152
615,2022-07-01,83616,Pulse1,P1,323
616,2022-07-01,83617,Switch2,SW2,403
617,2022-07-01,83618,Pulse1_Total,T1,509
618,2022-07-01,83619,Pulse1_Total,T1,385
619,2022-07-01,83620,Pulse1_Total,T1,180
620,2022-07-01,83621,Pulse1,P1,945
621,2022-07-01,83622,Pulse1,P1,376
622,2022-07-01,83623,Pulse1,P1,73
623,2022-07-01,83624,Pulse1_Total,T1,674
624,2022-07-01,83625,Pulse1_Total,T1,648
625,2022-07-01,83626,Pulse1_Total,T1,299
626,2022-07-01,83627,Pulse1,P1,665
627,2022-07-01,83628,Pulse1,P1,494
628,2022-07-01,83629,Pulse1,P1,740
629,2022-07-01,83630,Pulse1_Total,T1,96
630,2022-07-01,83631,Pulse1_Total,T1,908
631,2022-07-01,83632,Pulse1,P1,779
632,2022-07-01,83633,Pulse1,P1,746
633,2022-07-01,83634,Pulse1_Total,T1,409
634,2022-07-01,83635,Pulse1_Total,T1,744
635,2022-07-01,83636,Pulse1_Total,T1,56
636,2022-07-01,83637,Pulse1,P1,96
637,2022-07-01,83638,Pulse1,P1,154
638,2022-07-01,83639,Pulse1,P1,969
639,2022-07-01,83640,Pulse1_Total,T1,425
640,2022-07-01,83641,Pulse1_Total,T1,619
641,2022-07-01,83642,Pulse1_Total,T1,767
642,2022-07-01,83643,Pulse1,P1,214
643,2022-07-01,83644,Pulse1,P1,294
644,2022-07-01,83645,Pulse1,P1,113
645,2022-07-01,83646,Pulse1_Total,T1,472
646,2022-07-01,83647,Pulse1_Total,T1,94
647,2022-07-01,83648,Switch2,SW2,5
648,2022-07-01,83649,Pulse1,P1,438
649,2022-07-01,83650,Pulse1,P1,408
650,2022-07-01,83651,Pulse1_Total,T1,148
651,2022-07-01,83652,Pulse1_Total,T1,818
652,2022-07-01,83653,Pulse1_Total,T1,162
653,2022-07-01,83654,Pulse1,P1,859
654,2022-07-01,83655,Pulse1,P1,303
655,2022-07-01,83656,Pulse1,P1,140
656,2022-07-01,83657,Pulse1_Total,T1,282
657,2022-07-01,83658,Pulse1_Total,T1,193
658,2022-07-01,83659,Pulse1_Total,T1,374
659,2022-07-01,83660,Pulse1,P1,428
660,2022-07-01,83661,Pulse1,P1,260
661,2022-07-01,83662,Pulse1,P1,847
662,2022-07-01,83663,Pulse1_Total,T1,753
663,2022-07-01,83664,Pulse1_Total,T1,667
664,2022-07-01,83665,Pulse1_Total,T1,972
665,2022-07-01,83666,Pulse1,P1,160
666,2022-07-01,83667,Pulse1,P1,881
667,2022-07-01,83668,Pulse1,P1,395
668,2022-07-01,83669,Pulse1_Total,T1,753
669,2022-07-01,83670,Pulse1_Total,T1,475
670,2022-07-01,83671,Pulse1_Total,T1,269
671,2022-07-01,83672,Pulse1,P1,32
672,2022-07-01,83673,Pulse1,P1,387
673,2022-07-01,83674,Pulse1,P1,72
674,2022-07-01,83675,Switch2,SW2,19
675,2022-07-01,83676,Switch2,SW2,197
676,2022-07-01,83677,Pulse1_Total,T1,206
677,2022-07-01,83678,Pulse1_Total,T1,956
678,2022-07-01,83679,Pulse1_Total,T1,857
679,2022-07-01,83680,Pulse1,P1,414
680,2022-07-01,83681,Pulse1,P1,22
681,2022-07-01,83682,Pulse1,P1,322
682,2022-07-01,83683,Pulse1_Total,T1,931
683,2022-07-01,83684,Switch2,SW2,294
684,2022-07-01,83685,Pulse1_Total,T1,420
685,2022-07-01,83686,Pulse1,P1,118
686,2022-07-01,83687,Pulse1_Total,T1,428
687,2022-07-01,83688,Pulse1,P1,502
688,2022-07-01,83689,Pulse1_Total,T1,593
689,2022-07-01,83690,Pulse1,P1,37
690,2022-07-01,83691,Pulse1_Total,T1,225
691,2022-07-01,83692,Pulse1,P1,504
692,2022-07-01,83693,Pulse1_Total,T1,635
693,2022-07-01,83694,Pulse1,P1,961
694,2022-07-01,83695,Pulse1_Total,T1,5
695,2022-07-01,83696,Pulse1,P1,741
696,2022-07-01,83697,Pulse1_Total,T1,15
697,2022-07-01,83698,Pulse1,P1,828
698,2022-07-01,83699,Pulse1_Total,T1,664
699,2022-07-01,83700,Pulse1,P1,827
700,2022-07-01,83701,Pulse1_Total,T1,622
701,2022-07-01,83702,Pulse1,P1,398
702,2022-07-01,83703,Pulse1_Total,T1,783
703,2022-07-01,83704,Pulse1,P1,100
704,2022-07-01,83705,Pulse1_Total,T1,475
705,2022-07-01,83706,Pulse1,P1,677
706,2022-07-01,83707,Pulse1_Total,T1,610
707,2022-07-01,83708,Pulse1,P1,349
708,2022-07-01,83709,Switch2,SW2,253
709,2022-07-01,83710,Pulse1,P1,943
710,2022-07-01,83711,Pulse1_Total,T1,1000
711,2022-07-01,83712,Pulse1_Total,T1,937
712,2022-07-01,83713,Pulse1,P1,857
713,2022-07-01,83714,Pulse1,P1,294
714,2022-07-01,83715,Pulse1_Total,T1,981
715,2022-07-01,83716,Pulse1_Total,T1,380
716,2022-07-01,83717,Pulse1_Total,T1,596
717,2022-07-01,83718,Pulse1,P1,423
718,2022-07-01,83719,Pulse1,P1,965
719,2022-07-01,83720,Pulse1,P1,433
720,2022-07-01,83721,Pulse1_Total,T1,821
721,2022-07-01,83722,Switch2,SW2,83
722,2022-07-01,83723,Pulse1_Total,T1,286
723,2022-07-01,83724,Pulse1,P1,416
724,2022-07-01,83725,Pulse1_Total,T1,517
725,2022-07-01,83726,Pulse1,P1,659
726,2022-07-01,83727,Pulse1_Total,T1,979
727,2022-07-01,83728,Pulse1,P1,246
728,2022-07-01,83729,Pulse1_Total,T1,171
729,2022-07-01,83730,Pulse1,P1,145
730,2022-07-01,83731,Pulse1_Total,T1,795
731,2022-07-01,83732,Pulse1,P1,9
732,2022-07-01,83733,Pulse1_Total,T1,94
733,2022-07-01,83734,Pulse1,P1,850
734,2022-07-01,83735,Pulse1_Total,T1,442
735,2022-07-01,83736,Pulse1,P1,489
736,2022-07-01,83737,Pulse1_Total,T1,6
737,2022-07-01,83738,Pulse1,P1,43
738,2022-07-01,83739,Pulse1_Total,T1,413
739,2022-07-01,83740,Pulse1,P1,105
740,2022-07-01,83741,Pulse1_Total,T1,82
741,2022-07-01,83742,Pulse1,P1,143
742,2022-07-01,83743,Pulse1_Total,T1,790
743,2022-07-01,83744,Pulse1,P1,159
744,2022-07-01,83745,Pulse1_Total,T1,507
745,2022-07-01,83746,Pulse1,P1,130
746,2022-07-01,83747,Pulse1_Total,T1,489
747,2022-07-01,83748,Pulse1,P1,560
748,2022-07-01,83749,Pulse1_Total,T1,25
749,2022-07-01,83750,Pulse1,P1,6
750,2022-07-01,83751,Pulse1_Total,T1,503
751,2022-07-01,83752,Pulse1,P1,212
752,2022-07-01,83753,Switch2,SW2,705
753,2022-07-01,83754,Pulse1,P1,980
754,2022-07-01,83755,Switch2,SW2,77
755,2022-07-01,83756,Pulse1_Total,T1,71
756,2022-07-01,83757,Pulse1_Total,T1,614
757,2022-07-01,83758,Pulse1_Total,T1,171
758,2022-07-01,83759,Pulse1,P1,882
759,2022-07-01,83760,Pulse1,P1,970
760,2022-07-01,83761,Pulse1,P1,355
761,2022-07-01,83762,Pulse1_Total,T1,552
762,2022-07-01,83763,Pulse1_Total,T1,799
763,2022-07-01,83764,Pulse1_Total,T1,535
764,2022-07-01,83765,Pulse1,P1,395
765,2022-07-01,83766,Pulse1,P1,653
766,2022-07-01,83767,Pulse1,P1,232
767,2022-07-01,83768,Pulse1_Total,T1,95
768,2022-07-01,83769,Pulse1_Total,T1,581
769,2022-07-01,83770,Pulse1_Total,T1,539
770,2022-07-01,83771,Pulse1,P1,746
771,2022-07-01,83772,Pulse1,P1,509
772,2022-07-01,83773,Pulse1,P1,574
773,2022-07-01,83774,Pulse1_Total,T1,625
774,2022-07-01,83775,Pulse1_Total,T1,854
775,2022-07-01,83776,Pulse1_Total,T1,142
776,2022-07-01,83777,Pulse1,P1,89
777,2022-07-01,83778,Pulse1,P1,917
778,2022-07-01,83779,Pulse1,P1,27
779,2022-07-01,83780,Pulse1_Total,T1,520
780,2022-07-01,83781,Pulse1_Total,T1,334
781,2022-07-01,83782,Pulse1_Total,T1,707
782,2022-07-01,83783,Pulse1,P1,310
783,2022-07-01,83784,Pulse1,P1,32
784,2022-07-01,83785,Pulse1,P1,680
785,2022-07-01,83786,Pulse1_Total,T1,250
786,2022-07-01,83787,Pulse1_Total,T1,457
787,2022-07-01,83788,Pulse1_Total,T1,623
788,2022-07-01,83789,Pulse1,P1,88
789,2022-07-01,83790,Pulse1,P1,607
790,2022-07-01,83791,Pulse1,P1,240
791,2022-07-01,83792,Pulse1_Total,T1,497
792,2022-07-01,83793,Pulse1_Total,T1,999
793,2022-07-01,83794,Pulse1_Total,T1,506
794,2022-07-01,83795,Pulse1,P1,745
795,2022-07-01,83796,Pulse1,P1,783
796,2022-07-01,83797,Pulse1,P1,71
797,2022-07-01,83798,Switch2,SW2,583
798,2022-07-01,83799,Pulse1_Total,T1,509
799,2022-07-01,83800,Pulse1_Total,T1,829
800,2022-07-01,83801,Pulse1_Total,T1,212
801,2022-07-01,83802,Pulse1,P1,326
802,2022-07-01,83803,Pulse1,P1,608
803,2022-07-01,83804,Pulse1,P1,209
804,2022-07-01,83805,Pulse1_Total,T1,715
805,2022-07-01,83806,Pulse1_Total,T1,945
806,2022-07-01,83807,Pulse1_Total,T1,439
807,2022-07-01,83808,Pulse1,P1,621
808,2022-07-01,83809,Pulse1,P1,486
809,2022-07-01,83810,Pulse1,P1,736
810,2022-07-01,83811,Pulse1_Total,T1,521
811,2022-07-01,83812,Pulse1_Total,T1,522
812,2022-07-01,83813,Pulse1_Total,T1,705
813,2022-07-01,83814,Pulse1,P1,173
814,2022-07-01,83815,Pulse1,P1,152
815,2022-07-01,83816,Pulse1,P1,262
816,2022-07-01,83817,Pulse1_Total,T1,685
817,2022-07-01,83818,Pulse1_Total,T1,517
818,2022-07-01,83819,Pulse1_Total,T1,413
819,2022-07-01,83820,Pulse1,P1,597
820,2022-07-01,83821,Pulse1,P1,596
821,2022-07-01,83822,Pulse1,P1,275
822,2022-07-01,83823,Pulse1_Total,T1,516
823,2022-07-01,83824,Pulse1_Total,T1,482
824,2022-07-01,83825,Switch2,SW2,913
825,2022-07-01,83826,Pulse1,P1,874
826,2022-07-01,83827,Pulse1,P1,737
827,2022-07-01,83828,Pulse1_Total,T1,527
828,2022-07-01,83829,Pulse1_Total,T1,115
829,2022-07-01,83830,Pulse1_Total,T1,891
830,2022-07-01,83831,Pulse1,P1,184
831,2022-07-01,83832,Pulse1,P1,556
832,2022-07-01,83833,Pulse1,P1,78
833,2022-07-01,83834,Pulse1_Total,T1,486
834,2022-07-01,83835,Pulse1_Total,T1,932
835,2022-07-01,83836,Pulse1_Total,T1,832
836,2022-07-01,83837,Pulse1,P1,592
837,2022-07-01,83838,Pulse1,P1,416
838,2022-07-01,83839,Pulse1,P1,769
839,2022-07-01,83840,Pulse1_Total,T1,818
840,2022-07-01,83841,Pulse1_Total,T1,910
841,2022-07-01,83842,Pulse1_Total,T1,50
842,2022-07-01,83843,Pulse1,P1,731
843,2022-07-01,83844,Pulse1,P1,802
844,2022-07-01,83845,Pulse1,P1,423
845,2022-07-01,83846,Pulse1_Total,T1,120
846,2022-07-01,83847,Pulse1_Total,T1,774
847,2022-07-01,83848,Pulse1_Total,T1,327
848,2022-07-01,83849,Pulse1,P1,339
849,2022-07-01,83850,Pulse1,P1,715
850,2022-07-01,83851,Pulse1,P1,196
851,2022-07-01,83852,Pulse1_Total,T1,580
852,2022-07-01,83853,Switch2,SW2,227
853,2022-07-01,83854,Pulse1_Total,T1,299
854,2022-07-01,83855,Pulse1,P1,385
855,2022-07-01,83856,Pulse1_Total,T1,943
856,2022-07-01,83857,Pulse1,P1,20
857,2022-07-01,83858,Pulse1_Total,T1,299
858,2022-07-01,83859,Pulse1,P1,629
859,2022-07-01,83860,Pulse1_Total,T1,855
860,2022-07-01,83861,Pulse1,P1,272
861,2022-07-01,83862,Pulse1_Total,T1,159
862,2022-07-01,83863,Pulse1,P1,765
863,2022-07-01,83864,Pulse1,P1,315
864,2022-07-01,83865,Pulse1_Total,T1,836
865,2022-07-01,83866,Pulse1_Total,T1,794
866,2022-07-01,83867,Pulse1,P1,571
867,2022-07-01,83868,Switch2,SW2,673
868,2022-07-01,83869,Pulse1,P1,803
869,2022-07-01,83870,Switch2,SW2,466
870,2022-07-01,83871,Pulse1_Total,T1,897
871,2022-07-01,83872,Pulse1_Total,T1,506
872,2022-07-01,83873,Pulse1_Total,T1,698
873,2022-07-01,83874,Pulse1,P1,708
874,2022-07-01,83875,Pulse1,P1,203
875,2022-07-01,83876,Pulse1,P1,589
876,2022-07-01,83877,Pulse1_Total,T1,374
877,2022-07-01,83878,Pulse1_Total,T1,252
878,2022-07-01,83879,Pulse1_Total,T1,114
879,2022-07-01,83880,Pulse1,P1,970
880,2022-07-01,83881,Pulse1,P1,917
881,2022-07-01,83882,Pulse1,P1,119
882,2022-07-01,83883,Pulse1_Total,T1,858
883,2022-07-01,83884,Pulse1_Total,T1,433
884,2022-07-01,83885,Switch2,SW2,529
885,2022-07-01,83886,Pulse1,P1,201
886,2022-07-01,83887,Pulse1,P1,746
887,2022-07-01,83888,Pulse1_Total,T1,872
888,2022-07-01,83889,Pulse1_Total,T1,806
889,2022-07-01,83890,Switch2,SW2,385
890,2022-07-01,83891,Pulse1,P1,207
891,2022-07-01,83892,Pulse1,P1,655
892,2022-07-01,83893,Pulse1_Total,T1,640
893,2022-07-01,83894,Pulse1_Total,T1,39
894,2022-07-01,83895,Pulse1_Total,T1,265
895,2022-07-01,83896,Pulse1,P1,752
896,2022-07-01,83897,Pulse1,P1,780
897,2022-07-01,83898,Pulse1,P1,622
898,2022-07-01,83899,Pulse1_Total,T1,935
899,2022-07-01,83900,Pulse1_Total,T1,373
900,2022-07-01,83901,Switch2,SW2,737
901,2022-07-01,83902,Pulse1,P1,339
902,2022-07-01,83903,Pulse1,P1,699
903,2022-07-01,83904,Pulse1_Total,T1,267
904,2022-07-01,83905,Pulse1_Total,T1,628
905,2022-07-01,83906,Switch2,SW2,332
906,2022-07-01,83907,Pulse1,P1,732
907,2022-07-01,83908,Pulse1,P1,110
908,2022-07-01,83909,Pulse1_Total,T1,780
909,2022-07-01,83910,Pulse1_Total,T1,559
910,2022-07-01,83911,Pulse1_Total,T1,887
911,2022-07-01,83912,Pulse1,P1,23
912,2022-07-01,83913,Pulse1,P1,376
913,2022-07-01,83914,Pulse1,P1,40
914,2022-07-01,83915,Pulse1_Total,T1,565
915,2022-07-01,83916,Pulse1_Total,T1,56
916,2022-07-01,83917,Pulse1,P1,686
917,2022-07-01,83918,Pulse1,P1,34
918,2022-07-01,83919,Pulse1_Total,T1,679
919,2022-07-01,83920,Pulse1_Total,T1,692
920,2022-07-01,83921,Pulse1,P1,600
921,2022-07-01,83922,Pulse1_Total,T1,26
922,2022-07-01,83923,Pulse1,P1,509
923,2022-07-01,83924,Pulse1_Total,T1,489
924,2022-07-01,83925,Pulse1,P1,610
925,2022-07-01,83926,Pulse1_Total,T1,859
926,2022-07-01,83927,Pulse1,P1,988
927,2022-07-01,83928,Pulse1_Total,T1,968
928,2022-07-01,83929,Pulse1,P1,576
929,2022-07-01,83930,Pulse1_Total,T1,435
930,2022-07-01,83931,Pulse1,P1,34
931,2022-07-01,83932,Pulse1_Total,T1,747
932,2022-07-01,83933,Pulse1,P1,969
933,2022-07-01,83934,Pulse1_Total,T1,929
934,2022-07-01,83935,Pulse1,P1,289
935,2022-07-01,83936,Pulse1_Total,T1,337
936,2022-07-01,83937,Pulse1,P1,547
937,2022-07-01,83938,Switch2,SW2,809
938,2022-07-01,83939,Pulse1,P1,873
939,2022-07-01,83940,Switch2,SW2,344
940,2022-07-01,83941,Pulse1_Total,T1,489
941,2022-07-01,83942,Pulse1_Total,T1,429
942,2022-07-01,83943,Pulse1_Total,T1,628
943,2022-07-01,83944,Pulse1,P1,560
944,2022-07-01,83945,Pulse1,P1,221
945,2022-07-01,83946,Pulse1,P1,517
946,2022-07-01,83947,Pulse1_Total,T1,803
947,2022-07-01,83948,Pulse1_Total,T1,133
948,2022-07-01,83949,Pulse1_Total,T1,269
949,2022-07-01,83950,Pulse1,P1,693
950,2022-07-01,83951,Pulse1,P1,577
951,2022-07-01,83952,Pulse1,P1,644
952,2022-07-01,83953,Switch2,SW2,315
953,2022-07-01,83954,Pulse1_Total,T1,11
954,2022-07-01,83955,Pulse1_Total,T1,178
955,2022-07-01,83956,Pulse1_Total,T1,522
956,2022-07-01,83957,Pulse1,P1,513
957,2022-07-01,83958,Pulse1,P1,402
958,2022-07-01,83959,Pulse1,P1,896
959,2022-07-01,83960,Pulse1_Total,T1,672
960,2022-07-01,83961,Pulse1_Total,T1,928
961,2022-07-01,83962,Pulse1_Total,T1,435
962,2022-07-01,83963,Pulse1,P1,349
963,2022-07-01,83964,Pulse1,P1,64
964,2022-07-01,83965,Pulse1,P1,835
965,2022-07-01,83966,Pulse1_Total,T1,554
966,2022-07-01,83967,Pulse1_Total,T1,607
967,2022-07-01,83968,Pulse1_Total,T1,929
968,2022-07-01,83969,Pulse1,P1,175
969,2022-07-01,83970,Pulse1,P1,321
970,2022-07-01,83971,Pulse1,P1,259
971,2022-07-01,83972,Pulse1_Total,T1,887
972,2022-07-01,83973,Pulse1_Total,T1,10
973,2022-07-01,83974,Pulse1_Total,T1,243
974,2022-07-01,83975,Pulse1,P1,213
975,2022-07-01,83976,Pulse1,P1,763
976,2022-07-01,83977,Pulse1,P1,806
977,2022-07-01,83978,Pulse1_Total,T1,651
978,2022-07-01,83979,Pulse1_Total,T1,245
979,2022-07-01,83980,Pulse1_Total,T1,789
980,2022-07-01,83981,Pulse1,P1,714
981,2022-07-01,83982,Pulse1,P1,253
982,2022-07-01,83983,Pulse1,P1,132
983,2022-07-01,83984,Pulse1_Total,T1,649
984,2022-07-01,83985,Pulse1_Total,T1,609
985,2022-07-01,83986,Pulse1_Total,T1,320
986,2022-07-01,83987,Pulse1,P1,909
987,2022-07-01,83988,Pulse1,P1,179
988,2022-07-01,83989,Pulse1,P1,36
989,2022-07-01,83990,Pulse1_Total,T1,93
990,2022-07-01,83991,Pulse1_Total,T1,183
991,2022-07-01,83992,Switch2,SW2,534
992,2022-07-01,83993,Pulse1,P1,468
993,2022-07-01,83994,Pulse1,P1,495
994,2022-07-01,83995,Pulse1_Total,T1,608
995,2022-07-01,83996,Pulse1_Total,T1,742
996,2022-07-01,83997,Pulse1_Total,T1,940
997,2022-07-01,83998,Pulse1,P1,435
998,2022-07-01,83999,Pulse1,P1,81
999,2022-07-01,84000,Pulse1,P1,204
1000,2022-07-01,84001,Pulse1_Total,T1,320
1001,2022-07-01,84002,Pulse1_Total,T1,917
1002,2022-07-01,84003,Pulse1_Total,T1,783
1003,2022-07-01,84004,Pulse1,P1,22
1004,2022-07-01,84005,Pulse1,P1,164
1005,2022-07-01,84006,Pulse1,P1,622
1006,2022-07-01,84007,Pulse1_Total,T1,687
1007,2022-07-01,84008,Pulse1_Total,T1,721
1008,2022-07-01,84009,Pulse1_Total,T1,174
1009,2022-07-01,84010,Pulse1,P1,833
1010,2022-07-01,84011,Pulse1,P1,365
1011,2022-07-01,84012,Pulse1,P1,778
1012,2022-07-01,84013,Pulse1_Total,T1,450
1013,2022-07-01,84014,Pulse1_Total,T1,631
1014,2022-07-01,84015,Pulse1_Total,T1,195
1015,2022-07-01,84016,Pulse1,P1,828
1016,2022-07-01,84017,Pulse1,P1,46
1017,2022-07-01,84018,Pulse1,P1,707
1018,2022-07-01,84019,Pulse1_Total,T1,519
1019,2022-07-01,84020,Pulse1_Total,T1,235
1020,2022-07-01,84021,Pulse1_Total,T1,270
1021,2022-07-01,84022,Pulse1,P1,235
1022,2022-07-01,84023,Pulse1,P1,277
1023,2022-07-01,84024,Pulse1,P1,670
1024,2022-07-01,84025,Switch2,SW2,291
1025,2022-07-01,84026,Pulse1_Total,T1,710
1026,2022-07-01,84027,Pulse1_Total,T1,445
1027,2022-07-01,84028,Pulse1_Total,T1,929
1028,2022-07-01,84029,Pulse1,P1,202
1029,2022-07-01,84030,Pulse1,P1,916
1030,2022-07-01,84031,Pulse1,P1,13
1031,2022-07-01,84032,Pulse1_Total,T1,612
1032,2022-07-01,84033,Pulse1_Total,T1,359
1033,2022-07-01,84034,Pulse1_Total,T1,53
1034,2022-07-01,84035,Pulse1,P1,13
1035,2022-07-01,84036,Pulse1,P1,32
1036,2022-07-01,84037,Pulse1,P1,83
1037,2022-07-01,84038,Pulse1_Total,T1,76
1038,2022-07-01,84039,Pulse1_Total,T1,32
1039,2022-07-01,84040,Pulse1,P1,537
1040,2022-07-01,84041,Pulse1,P1,210
1041,2022-07-01,84042,Pulse1_Total,T1,116
1042,2022-07-01,84043,Pulse1_Total,T1,501
1043,2022-07-01,84044,Pulse1_Total,T1,179
1044,2022-07-01,84045,Pulse1,P1,115
1045,2022-07-01,84046,Pulse1,P1,86
1046,2022-07-01,84047,Pulse1,P1,373
1047,2022-07-01,84048,Pulse1_Total,T1,570
1048,2022-07-01,84049,Pulse1_Total,T1,31
1049,2022-07-01,84050,Pulse1_Total,T1,51
1050,2022-07-01,84051,Pulse1,P1,595
1051,2022-07-01,84052,Pulse1,P1,411
1052,2022-07-01,84053,Pulse1,P1,425
1053,2022-07-01,84054,Pulse1_Total,T1,487
1054,2022-07-01,84055,Pulse1_Total,T1,642
1055,2022-07-01,84056,Pulse1_Total,T1,767
1056,2022-07-01,84057,Pulse1,P1,645
1057,2022-07-01,84058,Pulse1,P1,860
1058,2022-07-01,84059,Pulse1,P1,10
1059,2022-07-01,84060,Pulse1_Total,T1,834
1060,2022-07-01,84061,Pulse1_Total,T1,223
1061,2022-07-01,84062,Pulse1,P1,231
1062,2022-07-01,84063,Pulse1,P1,689
1063,2022-07-01,84064,Pulse1_Total,T1,337
1064,2022-07-01,84065,Pulse1_Total,T1,663
1065,2022-07-01,84066,Pulse1_Total,T1,54
1066,2022-07-01,84067,Pulse1,P1,362
1067,2022-07-01,84068,Pulse1,P1,939
1068,2022-07-01,84069,Pulse1,P1,546
1069,2022-07-01,84070,Pulse1_Total,T1,397
1070,2022-07-01,84071,Pulse1_Total,T1,23
1071,2022-07-01,84072,Pulse1,P1,292
1072,2022-07-01,84073,Pulse1,P1,318
1073,2022-07-01,84074,Switch2,SW2,287
1074,2022-07-01,84075,Pulse1_Total,T1,305
1075,2022-07-01,84076,Pulse1_Total,T1,596
1076,2022-07-01,84077,Pulse1_Total,T1,217
1077,2022-07-01,84078,Pulse1,P1,109
1078,2022-07-01,84079,Pulse1,P1,494
1079,2022-07-01,84080,Pulse1,P1,17
1080,2022-07-01,84081,Pulse1_Total,T1,777
1081,2022-07-01,84082,Pulse1_Total,T1,45
1082,2022-07-01,84083,Pulse1,P1,576
1083,2022-07-01,84084,Pulse1,P1,859
1084,2022-07-01,84085,Pulse1_Total,T1,390
1085,2022-07-01,84086,Pulse1_Total,T1,741
1086,2022-07-01,84087,Pulse1_Total,T1,816
1087,2022-07-01,84088,Pulse1,P1,529
1088,2022-07-01,84089,Pulse1,P1,286
1089,2022-07-01,84090,Pulse1,P1,251
1090,2022-07-01,84091,Pulse1_Total,T1,81
1091,2022-07-01,84092,Pulse1_Total,T1,768
1092,2022-07-01,84093,Pulse1_Total,T1,910
1093,2022-07-01,84094,Pulse1,P1,317
1094,2022-07-01,84095,Pulse1,P1,848
1095,2022-07-01,84096,Pulse1,P1,118
1096,2022-07-01,84097,Pulse1_Total,T1,126
1097,2022-07-01,84098,Pulse1_Total,T1,309
1098,2022-07-01,84099,Pulse1_Total,T1,7
1099,2022-07-01,84100,Pulse1,P1,896
1100,2022-07-01,84101,Pulse1,P1,555
1101,2022-07-01,84102,Pulse1,P1,813
1102,2022-07-01,84103,Pulse1_Total,T1,784
1103,2022-07-01,84104,Pulse1_Total,T1,382
1104,2022-07-01,84105,Pulse1_Total,T1,857
1105,2022-07-01,84106,Pulse1,P1,794
1106,2022-07-01,84107,Pulse1,P1,882
1107,2022-07-01,84108,Pulse1,P1,825
1108,2022-07-01,84109,Pulse1_Total,T1,887
1109,2022-07-01,84110,Pulse1_Total,T1,161
1110,2022-07-01,84111,Pulse1_Total,T1,441
1111,2022-07-01,84112,Pulse1,P1,851
1112,2022-07-01,84113,Pulse1,P1,488
1113,2022-07-01,84114,Pulse1,P1,769
1114,2022-07-01,84115,Pulse1_Total,T1,72
1115,2022-07-01,84116,Switch2,SW2,898
1116,2022-07-01,84117,Pulse1_Total,T1,280
1117,2022-07-01,84118,Pulse1,P1,310
1118,2022-07-01,84119,Pulse1_Total,T1,409
1119,2022-07-01,84120,Pulse1,P1,600
1120,2022-07-01,84121,Pulse1_Total,T1,147
1121,2022-07-01,84122,Pulse1,P1,246
1122,2022-07-01,84123,Pulse1_Total,T1,149
1123,2022-07-01,84124,Pulse1,P1,611
1124,2022-07-01,84125,Pulse1_Total,T1,684
1125,2022-07-01,84126,Pulse1,P1,554
1126,2022-07-01,84127,Pulse1_Total,T1,445
1127,2022-07-01,84128,Pulse1,P1,344
1128,2022-07-01,84129,DeviceTemperature,Median,7
1129,2022-07-01,84130,Pulse1,P1,464
1130,2022-07-01,84131,Pulse1_Total,T1,465
1131,2022-07-01,84132,Temperature,T,919
1132,2022-07-01,84133,Pulse1_Total,T1,779
1133,2022-07-01,84134,Pulse1,P1,502
1134,2022-07-01,84135,Pulse1_Total,T1,478
1135,2022-07-01,84136,Pulse1,P1,43
1136,2022-07-01,84137,Pulse1_Total,T1,906
